rank,entity,count,doc_freq,ent_type,std_name,role,topic,nonambiguous,informative,notes,example
134,centre for public interest litigation,33,1,ORG,Centre For Public Interest Litigation,ACTOR,,1,informative,,"Centre For Public Interest Litigation vs U.O.I on 23 February, Author: Adarsh Kumar Goel Bench: Uday Umesh Lalit, Adarsh Kumar Goel REPORTABL IN THE SUPREME COURT OF INDIA CIVIL APPELLATE/"
135,u.p,32,19,GPE,U.P,EVIDENCE,,1,informative,,"CIT. U.P. v. Bankey Lal Vaidya, and Malabar Fisheries Co., Calicut v. CIT Kerala, [1980] 1 , relied on."
136,justice,32,11,ORG,Justice,ACTOR,,1,informative,,"A supplemental affidavit was filed on behalf of the State on October 11, 1966 in which various statements were given to show that the expenditure on the administration of justice was higher than the receipts."
137,appellate,32,10,ORG,Appellate,ACTOR,,1,informative,,"The same view was taken by the Appellate Assistant Commissioner in appeal and on further appeal, the Tribunal also affirmed the same view."
138,i.p.c,32,6,ORG,I.P.C,,,0,non-informative,,This appeal is also directed against the acquittal of other convicted co-accused for offences under Sections 148 and 149 of Indian Panel Code (For short I.P.C.).
139,district collector,32,5,ORG,District Collector,ACTOR,,1,informative,,The District Collector did not make any verification in regard to their claim for land in lieu of land acquired as required under the R & R Policy.
140,national commission,32,5,ORG,National Commission,ACTOR,,1,informative,,The National Commission merely reproduced the view of the State Commission with which it concurred.
141,council,32,3,ORG,Council,ACTOR,,1,informative,,The Governor-General in Council contended inter alia that the dispute was not one which was justifiable before the Federal Court.
142,additional district magistrate,32,3,ORG,Additional District Magistrate,ACTOR,,1,informative,,"Sri Krishna Khanna vs Additional District Magistrate, ... on 26 February, 1975 COURT 1525, , 1975 ALL."
143,t.n. godavarman thirumulpad,32,2,PERSON,T.N. Godavarman Thirumulpad,ACTOR,,1,informative,,"In Re : T.N. Godavarman Thirumulpad vs Union Of India And on 31 January, 2024 Author: Pamidighantam Sri Narasimha Bench: Prashant Kumar Mishra, Pamidighantam Sri Narasimha, B.R. Gavai 2024 INSC 78 REPORT IN THE SUPREME COURT OF INDIA CIVIL "
144,industrial court,32,1,ORG,Industrial Court,ACTOR,,1,informative,,On appeal the Industrial Court held that the company was under no legal obligation to maintain the garden and therefore the respondents did not fall within the definition of employee.
145,frl,32,1,ORG,Frl,ACTOR,,1,informative,,Further reliefs sought included the issuance of appropriate directions for an assessment by the Grievance Redressal Authority (hereinafter called `GRA') for the Omkareshwar Project of the status of relief and rehabilitation of the oustees a
146,cofeposa,32,1,ORG,Cofeposa,ACTOR,,1,informative,,"Union Of India & Others vs Haji Mastan Mirza on 23 February, COURT 681, , 1984 CRIAPPR(SC) 134, 1984 (CRI) 271, (1984) SC CR R 133, (1984) 2 ECC 137, (1984) 2 RECCRIR 41, (1984) ALLCRIC 148, (1984) 1 CRIMES 651 Author: A. Varadarajan Bench:"
147,para 5(1,32,1,LAW,Para 5(1,,,0,non-informative,,"on 22 April, 2020 power is conferred on the Governor to modify the existing legislation made by the Parliament or the State legislature under Para 5(1) of the Fifth Schedule to the Constitution."
148,ppa,32,1,ORG,Ppa,ACTOR,,1,informative,,"On 18th April, 2007, a supplementary PPA was signed to this effect."
149,babulal vardharji gurjar,32,1,ORG,Babulal Vardharji Gurjar,ACTOR,,1,informative,,"Babulal Vardharji Gurjar vs Veer Gurjar Aluminium Industries Pvt ... on 14 August, 2020"
150,civil court,31,10,ORG,Civil Court,ACTOR,,1,informative,,"Hence, a suit in Civil Court by plaintiffRamadhar against defendant-Bhagwandas was not maintainable."
151,panchayat,31,6,NORP,Panchayat,ACTOR,,1,informative,,To explain the nature of dispute over the piece of land he states that he is member of the Panchayat and with co-accused had approached the Gram Panchayat with a request that the path by which they approached their houses from the village b
152,narmada,31,1,ORG,Narmada,ACTOR,,1,informative,,"Appella Versus Narmada Bachao Andolan & ..Respon AND Civil Appeal No. 2116 of 2011 Narmada Hydro Electric Development Corporation Limited ..Appella Versus Narmada Bachao Andolan vs State Of M.P. & on 11 May, 2011 Narmada Bachao Andolan & .."
153,central commission,31,1,ORG,Central Commission,ACTOR,,1,informative,,"On 16th October, 2012, the Central Commission held that the Power Purchase Agreements entered into by Adani in both the cases constituted a composite scheme for generation and sale of Energy Watchdog vs Central Electricity Regulatory ... on"
154,state of uttar pradesh through its,31,1,ORG,State Of Uttar Pradesh Through Its,ACTOR,,1,informative,,"Sanjay Gupta vs State Of Uttar Pradesh Through Its Chief ... on 12 April, 2022 Author: Hemant Gupta Bench: V. Ramasubramanian, Hemant Gupta REPORTA IN THE SUPREME COURT OF INDIA CIVIL ORIGINAL JURISDICTION WRIT PETITION (CIVIL)"
155,nclat,31,1,ORG,Nclat,ACTOR,,1,informative,,"Being aggrieved by the aforesaid order dated 09.08.2018, the appellant preferred an appeal before NCLAT and contended against maintainability of the application moved by the respondent No. 2."
156,haryana,30,13,GPE,Haryana,EVIDENCE,,1,informative,,"These appeals arise out of the judgment of the High Court of Punjab and Haryana dated 27th November, 2000."
157,division bench of the high court,30,9,LAW,Division Bench Of The High Court,RULE,,1,informative,,"On 5.11.1982, the Division Bench of the High Court, after pointing out the various difficulties and questions raised by the case thought it would be fit and proper to direct the ONGC not to discontinue the supply of gas but to continue to s"
158,section 302,30,6,LAW,Section 302,RULE,,1,informative,,"The conviction of the accused Harjit Singh (A-1), therefore, deserves to be maintained under Section 302 IPC for causing death of the deceased."
159,municipal committee,30,4,ORG,Municipal Committee,ACTOR,,1,informative,,"Similarly, in Municipal Committee, Patiala v. Model Town Residents Association & , , this Court interpreted the phrase `permissible classification' to mean what is permissible in law."
160,himabhai company,30,1,ORG,Himabhai Company,ACTOR,,1,informative,,"Ahmedabad, hereinafter referred to as the Himabhai Company, submitted their tender on 15-9-1953 offering to purchase the same."
161,hissar,30,1,PERSON,Hissar,ACTOR,,1,informative,,"The Sub-Divisional Engineer, B & R, P.W.D., Hissar, filed an application before the Collector, Hissar under the 1959 Act wherein it was stated that respondent No. 1 is in unauthorised possession over an area measuring 1354 sft."
162,sanjay gupta,30,1,PERSON,Sanjay Gupta,ACTOR,,1,informative,,"Sanjay Gupta vs State Of Uttar Pradesh Through Its Chief ... on 12 April, 2022 Author: Hemant Gupta Bench: V. Ramasubramanian, Hemant Gupta REPORTA IN THE SUPREME COURT OF INDIA CIVIL ORIGINAL JURISDICTION WRIT PETITION (CIVIL)"
163,high courts,29,15,ORG,High Courts,ACTOR,,1,informative,,"The High Courts have been invested with inherent powers, both in civil and criminal matters, to achieve a salutary public purpose."
164,state of punjab,29,7,ORG,State Of Punjab,ACTOR,,1,informative,,"And vs State Of Punjab on 16 August, 2002"
165,appellate court,29,6,ORG,Appellate Court,ACTOR,,1,informative,,"(iii)If it appears to the, appellate Court that in exercising its discretion the trial court has acted unreasonably or capriciously or has ignored relevant facts then it would certainly be open to the Appellate Court to interfere with the t"
166,law,29,4,PERSON,Law,ACTOR,,1,informative,,"Clause (1) of that Article, to the extent that it is relevant, reads thus : ""(1) If any provision of a law made by the legislature of a State is repugnant to any provision of a law made by Parliament which parliament is competent to enact, "
167,moef,29,2,PRODUCT,Moef,,,1,informative,,"The CEC, so constituted comprised: (i) a Chairman, nominated by the Ministry of Environment and Forests 9 in consultation with the amicus curiae, (ii) a nominee of the MoEF, (iii) two NGOs who are to be nominated in consultation with the am"
168,gra,29,1,ORG,Gra,ACTOR,,1,informative,,Further reliefs sought included the issuance of appropriate directions for an assessment by the Grievance Redressal Authority (hereinafter called `GRA') for the Omkareshwar Project of the status of relief and rehabilitation of the oustees a
169,allahabad high court,28,17,ORG,Allahabad High Court,ACTOR,,1,informative,,""" So too, a Division Bench of the Allahabad High Court in Municipal Board of Agra, v. Sudarshan Das Shastri(2) defined ""road"" so as to include the side lands."
170,supp,28,14,ORG,Supp,ACTOR,,1,informative,,In State of Haryana & Others v. Bhajan Lal & Others 1992 Supp.
171,h.u.f,28,2,ORG,H.U.F,,,0,non-informative,,"(2) Section 3 the charging provision expressly levied wealth tax on the net wealth of every Hindu undivided family, and consequently the interest of a H.U.F. in a partnership firm, which is property, could be regarded as a part of its asset"
172,mam chand,28,2,PERSON,Mam Chand,ACTOR,,1,informative,,"The appellant and her husband Mam Chand made a fixed deposit of Rs. 20,000/- with the respondent bank on 31st May, 1988 for a period of 84 months ( i.e. seven years)."
173,bwl,28,1,ORG,Bwl,ACTOR,,1,informative,,Further reliefs sought included the issuance of appropriate directions for an assessment by the Grievance Redressal Authority (hereinafter called `GRA') for the Omkareshwar Project of the status of relief and rehabilitation of the oustees a
174,lachhimi narain,28,1,PERSON,Lachhimi Narain,ACTOR,,1,informative,,"Tulsi Ram, Beni Gopal and Babu Lal were each convicted of offences under s. 417 read with s. 420 and Moti Lal of, offences under s. 417, I.P.C. and Lachhimi Narain of offences under s. 420, I.P.C. Separate sentences were awarded to each of "
175,prabhunath singh,28,1,GPE,Prabhunath Singh,EVIDENCE,,1,informative,,"Everything was going as per the plan and wish of the main accused Prabhunath Singh, a political leader and a sitting Member of Parliament at the relevant time as he had mustered full support of the Administration and the Investigating Agenc"
176,union public service commission,28,1,ORG,Union Public Service Commission,ACTOR,,1,informative,,"On May 23, 1952, the Director General, All India Radio, passed an order bearing No. 2(1)A/50 in which it was stated that whereas the appellant had been in continuous Government service for more than three years and a declaration had been is"
177,j. 1,27,26,ORG,J. 1,ACTOR,,1,informative,,"47 ALLCRIC 388, (2003) 1 ALLCRILR 241, 2002 (2) (CRL) 420 Bench: N. Santosh Hegde, D.M. Dharmadhikari JUDGMENT Dharmadhikari, J. 1."
178,state of andhra pradesh,27,6,ORG,State Of Andhra Pradesh,ACTOR,,1,informative,,"D. Narsaraju, Advocate-General for the State of Andhra Pradesh, G. R. Ekbote, D. Prasanna Kumari, D. Venkatappayya Sastri and P. D. Menon, for respondents Nos. 1 and 2. G. S. Pathak, S. M. Dubash and V. J. Merchant, for respondent No. 3. 19"
179,kashmir,27,5,LOC,Kashmir,EVIDENCE,,1,informative,,"The Chief Election Commissioner, New Delhi and others, [1978] 2 ; (iii) R.D. Shetty v. The International Airport Authority of India and , [1979] 3 ; (iv) Kasturi Lal Lakshmi Reddy v. State of Jammu and Kashmir and ,"
180,state of u. p,27,3,ORG,State Of U. P,ACTOR,,1,informative,,"Tulsi Ram vs State Of U. P on 27 September, 1962 SUPREME COURT 666 Author: J.R. Mudholkar Bench:"
181,privy council,26,12,ORG,Privy Council,ACTOR,,1,informative,,This (1) 70 I.A. 1. plea was given effect to by both the lower 'courts as well as by the Privy Council.
182,house,26,10,ORG,House,ACTOR,,1,informative,,The vendors in their turn put the plaintiff in possession of the house agreed to be sold in part performance of the contract and promised to execute a conveyance as soon as the title deeds were returned to them by Jadu Ram and the balance o
183,public prosecutor,26,3,ORG,Public Prosecutor,ACTOR,,1,informative,,"The writ petition was disposed of on 15.3.2005 by the following order: - ""The learned Public Prosecutor states that no proceedings are contemplated against the writ petitioner Mr. A. Shanmugham."
184,contractor,26,1,ORG,Contractor,ACTOR,,1,informative,,"The Organizers had a complete control not only on the erection of structures, but also the materials used therefor, and even if the Contractor supplied inflammable materials or substandard wires and cables, and/or committed serious irregula"
185,state legislature,25,7,ORG,State Legislature,ACTOR,,1,informative,,Law made by Parliament - Law made by State Legislature Inconsistency - Which law to prevail.
186,district court,25,4,ORG,District Court,ACTOR,,1,informative,,Their conduct met with disapproval at the hands of the High Court and it was by reason of what the High Court thought of their attitude that even though the High Court refused to accept Chunilal's offer it also refused to accept Adhyaru's o
187,section 34,25,3,LAW,Section 34,RULE,,1,informative,,"The three accused namely, Harjeet Singh, Varinderjit Singh and Gursharan Singh have been convicted under Sections 302, 307, 326, 324 and 323 read with Section 34 IPC and the sentences imposed on them by the trial court have been maintained."
188,union of india (uoi,25,2,ORG,Union Of India (Uoi,,,0,non-informative,,Union Of India (Uoi) vs Sankalchand Himatlal Sheth
189,s. 202,25,1,PERSON,S. 202,ACTOR,,1,informative,,"Vs. SHANKARLAL PODDAR AND 24/01/1963 AYYANGAR, N. RAJAGOPALA AYYANGAR, N. RAJAGOPALA IMAM, SYED JAFFER SUBBARAO, K. MUDHOLKAR, J.R. ACT: Company Law-Sate-Confirmed by Company Judge-Set aside by Division Bench-Administrative and judicial ord"
190,tulsi ram,25,1,ORG,Tulsi Ram,ACTOR,,1,informative,,"Tulsi Ram vs State Of U. P on 27 September, 1962 SUPREME COURT 666 Author: J.R. Mudholkar Bench:"
